Iteration	Time	Analog 0	Analog 1	Analog 2	Analog 3	Analog 4	Analog 5	Analog 6	Analog 7
0.0000	3536914575.0000	0.0000	0.6997	-0.0796	-0.0376	3.0681	0.0082	-0.0000	-0.1244	-0.1358	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1.0000	3536914575.0000	53.3703	0.6972	0.0024	0.2647	1.6370	0.0042	-0.0001	-0.1775	0.0178	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2.0000	3536914576.0000	100.0692	0.5979	0.0655	-3.1059	3.4797	0.0093	-0.0000	-0.0234	-0.1726	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3.0000	3536914577.0000	150.1038	0.4573	0.0824	-0.2013	0.1500	0.0002	-0.0001	0.0589	-0.2700	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
4.0000	3536914578.0000	200.1385	0.3248	0.0938	-0.4419	5.4347	0.0147	-0.0000	0.1358	-0.1187	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
5.0000	3536914579.0000	253.5087	0.1997	0.0682	-1.0736	2.8805	0.0076	-0.0000	-0.1700	0.0365	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
6.0000	3536914580.0000	300.2077	0.1212	0.0521	-0.3398	3.2805	0.0087	-0.0000	0.0302	-0.0892	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
7.0000	3536914580.0000	353.5779	0.0582	0.0389	0.3617	2.1932	0.0058	-0.0000	-0.0480	-0.0529	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
8.0000	3536914581.0000	400.2769	0.0300	0.0239	-0.9306	2.2510	0.0059	-0.0001	-0.0724	0.0838	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
9.0000	3536914582.0000	450.3115	0.0091	0.0131	0.1898	4.3529	0.0117	-0.0000	0.0594	-0.1468	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10.0000	3536914583.0000	500.3461	-0.0021	0.0076	-1.6158	-0.7848	-0.0024	-0.0001	0.1367	0.0069	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
11.0000	3536914584.0000	550.3808	-0.0027	0.0007	1.6144	1.0499	0.0026	-0.0001	0.1592	-0.0375	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
12.0000	3536914585.0000	600.4154	-0.0095	0.0009	-0.1416	3.4163	0.0091	-0.0001	-0.0003	-0.0944	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13.0000	3536914585.0000	650.4500	-0.0129	-0.0039	-0.2392	2.9333	0.0078	-0.0000	-0.0104	-0.0116	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
14.0000	3536914586.0000	700.4846	-0.0108	-0.0013	-2.6400	1.2889	0.0033	-0.0001	-0.0441	0.1056	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
15.0000	3536914587.0000	750.5192	-0.0147	-0.0026	-1.6063	2.9075	0.0077	-0.0001	0.0001	0.1750	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
16.0000	3536914588.0000	803.8895	-0.0128	-0.0056	-2.3050	1.4001	0.0036	-0.0001	-0.0620	0.0451	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
17.0000	3536914589.0000	853.9241	-0.0131	-0.0032	-0.9558	2.8972	0.0077	-0.0001	0.1285	-0.0191	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
18.0000	3536914590.0000	900.6231	-0.0143	-0.0022	-1.7113	3.0254	0.0080	-0.0000	-0.0264	-0.0067	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19.0000	3536914590.0000	950.6577	-0.0142	-0.0067	-0.7249	0.7278	0.0017	-0.0001	0.0590	-0.0448	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
20.0000	3536914591.0000	1004.0279	-0.0142	-0.0047	-1.4131	0.5400	0.0012	-0.0001	0.1012	0.0194	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
21.0000	3536914592.0000	1054.0625	-0.0165	-0.0051	-2.4487	4.2335	0.0113	-0.0000	-0.0349	0.1535	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22.0000	3536914593.0000	1100.7615	-0.0114	-0.0029	-0.9768	0.4056	0.0009	-0.0001	0.0184	0.0535	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
23.0000	3536914594.0000	1154.1318	-0.0153	-0.0041	-2.8932	1.2362	0.0031	-0.0001	-0.0984	-0.0532	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
24.0000	3536914595.0000	1204.1664	-0.0150	-0.0046	-1.9487	0.3360	0.0007	-0.0001	-0.0134	-0.1263	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
25.0000	3536914596.0000	1254.2010	-0.0150	-0.0023	-1.0175	1.3759	0.0035	-0.0001	0.0137	0.1030	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
26.0000	3536914596.0000	1300.9000	-0.0163	-0.0060	-1.4154	3.6232	0.0097	-0.0001	-0.0104	-0.0111	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
27.0000	3536914597.0000	1354.2702	-0.0136	-0.0032	-1.5958	2.9650	0.0079	-0.0001	0.2578	-0.0396	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
28.0000	3536914598.0000	1400.9692	-0.0147	-0.0039	-1.4324	1.9066	0.0050	-0.0001	-0.1418	-0.0624	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
